customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_line,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
0480-KYJVA,Female,0,Yes,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",24.25,1784.50,"No"
0481-SUMCB,Female,1,No,No,45,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",102.15,4735.35,"No"
0484-FFVBJ,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",64.85,2010.95,"No"
0484-JPBRU,Male,0,No,No,41,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",25.25,996.45,"No"
0485-ZBSLN,Male,0,Yes,Yes,65,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",24.75,1715.10,"No"
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",96.75,5238.90,"Yes"
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.65,225.75,"No"
0487-CRLZF,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",74.45,3721.90,"No"
0487-RPVUM,Male,0,Yes,No,61,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,No,Month-to-month,No,"Bank transfer (automatic)",99.4,5943.65,"No"
0487-VVUVK,Male,0,Yes,Yes,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.15,477.60,"No"
0488-GSLFR,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.5,69.50,"Yes"
0489-WMEMG,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,"One year",Yes,"Electronic check",49.45,1119.35,"No"
0491-KAPQG,Male,0,No,No,21,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.7,1558.70,"No"
0495-RVCBF,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.7,79.70,"Yes"
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",79.9,343.95,"Yes"
0496-AHOOK,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"One year",No,"Bank transfer (automatic)",74.4,1712.90,"No"
0504-HHAPI,Female,1,No,No,27,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,No,"Credit card (automatic)",88.3,2467.75,"Yes"
0505-SPOOW,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.8,1397.65,"No"
0506-LVNGN,Female,1,No,No,5,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",75.55,349.65,"Yes"
0506-YLVKJ,Male,0,Yes,Yes,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.2,917.45,"No"
0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71.65,135.75,"No"
0508-SQWPL,Female,0,Yes,Yes,57,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",20.1,1087.70,"No"
0511-JTEOY,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",71.1,71.10,"Yes"
0512-FLFDW,Female,1,Yes,No,60,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",100.5,6029.00,"No"
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",62.8,2278.75,"No"
0515-YPMCW,Male,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.45,70.45,"Yes"
0516-OOHAR,Male,0,Yes,Yes,28,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",No,"Bank transfer (automatic)",100.35,2799.00,"No"
0516-QREYC,Female,1,No,No,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.3,459.95,"No"
0516-UXRMT,Female,0,No,No,62,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,"One year",Yes,"Electronic check",92.05,5755.80,"No"
0516-VRYBW,Female,0,No,Yes,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.15,390.85,"Yes"
0516-WJVXC,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,"Electronic check",54.2,308.25,"Yes"
0519-DRGTI,Female,0,Yes,Yes,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.35,442.60,"No"
0519-XUZJU,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.75,70.75,"Yes"
0520-FDVVT,Male,0,No,No,35,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",102.35,3626.10,"Yes"
0523-VNGTF,Female,1,No,No,52,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Electronic check",50.5,2566.30,"No"
0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85,2624.25,"Yes"
0526-SXDJP,Male,0,Yes,No,72,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"Two year",No,"Bank transfer (automatic)",42.1,2962.00,"No"
0529-ONKER,Male,1,No,No,15,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.65,1146.65,"Yes"
0530-IJVDB,Male,0,No,Yes,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",114.6,7882.50,"No"
0531-XBKMM,Male,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"Two year",No,"Bank transfer (automatic)",65.7,4378.90,"No"
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74,4052.40,"No"
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",85.45,4874.70,"Yes"
0533-UCAAU,Male,1,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",71.1,4140.10,"No"
0536-ACXIP,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",109.55,8165.10,"No"
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.5,563.05,"No"
0536-ESJEP,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",74.55,4191.45,"No"
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",79.85,1857.75,"No"
0541-FITGH,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",62.15,113.10,"No"
0547-HURJB,Male,0,No,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",21.05,235.80,"No"
0549-CYCQN,Male,1,No,No,51,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,"One year",Yes,"Bank transfer (automatic)",79.6,3974.70,"No"
0550-DCXLH,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,"Mailed check",73.35,931.55,"No"
0556-FJEGU,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,"Two year",No,"Bank transfer (automatic)",70.1,4048.95,"No"
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",54.4,957.10,"No"
0559-CKHUS,Female,0,Yes,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.55,521.80,"No"
0562-FGDCR,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"Two year",No,"Mailed check",74.55,5430.65,"No"
0562-HKHML,Male,0,Yes,Yes,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",23.9,1626.40,"No"
0562-KBDVM,Female,0,No,No,70,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,No,"Two year",Yes,"Bank transfer (automatic)",44.6,3058.15,"No"
0564-JJHGS,Male,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.5,829.10,"Yes"
0564-MUUQK,Female,0,Yes,Yes,20,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.5,1916.20,"No"
0565-IYCGT,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",78.6,5356.45,"Yes"
0565-JUPYD,Male,0,No,No,63,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,"One year",No,"Credit card (automatic)",104.5,6590.80,"No"
0567-GGCAC,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",61.4,438.90,"No"
0567-XRHCU,Female,0,Yes,Yes,69,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,"Two year",Yes,"Credit card (automatic)",43.95,2960.10,"No"
0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",25.9,135.00,"Yes"
0570-BFQHT,Female,0,No,No,9,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",80.55,653.90,"No"
0572-ZJKLT,Female,0,Yes,Yes,46,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,No,Yes,"Two year",No,"Mailed check",99.65,4630.20,"No"
0575-CUQOV,Male,1,Yes,No,60,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",97.95,5867.00,"No"
0576-WNXXC,Male,1,Yes,No,27,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",95.55,2510.20,"Yes"
0577-WHMEV,Female,0,Yes,No,16,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",90.7,1374.90,"No"
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",83.3,1845.90,"Yes"
0580-PIQHM,Female,0,Yes,Yes,41,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",101.6,3930.55,"No"
0581-BXBUB,Female,1,No,No,4,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",72.75,317.75,"No"
0581-MDMPW,Female,0,No,No,24,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",88.95,2072.75,"No"
0582-AVCLN,Female,0,No,No,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.3,743.05,"No"
0584-BJQGZ,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",78.35,1837.90,"No"
0585-EGDDA,Male,0,Yes,No,40,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",80,3168.75,"No"
0587-DMGBH,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",49.85,365.55,"Yes"
0594-UFTUL,Male,0,Yes,Yes,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.85,252.00,"No"
0595-ITUDF,Male,0,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",91.8,5960.50,"No"
0596-BQCEQ,Female,0,Yes,Yes,62,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.15,6283.30,"Yes"
0599-XNYDO,Female,0,Yes,No,20,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",69.8,1540.35,"No"
0601-WZHJF,Male,0,Yes,No,14,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",46.35,667.70,"Yes"
0602-DDUML,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,"Two year",No,"Mailed check",69.75,3894.40,"No"
0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",69.85,837.50,"No"
0603-TPMIB,Female,0,Yes,Yes,59,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",25.45,1534.05,"No"
0604-THJFP,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",75.95,4542.35,"No"
0607-DAAHE,Male,0,No,Yes,53,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.75,1052.35,"Yes"
0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",78.75,3600.65,"No"
0608-JDVEC,Male,0,Yes,No,50,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Electronic check",19.8,1013.20,"No"
0611-DFXKO,Male,0,Yes,No,20,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",89,1820.45,"Yes"
0612-RTZZA,Female,1,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",25.25,25.25,"Yes"
0613-WUXUM,Female,0,Yes,Yes,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.2,1401.40,"No"
0616-ATFGB,Male,1,Yes,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",25.05,25.05,"Yes"
0617-AQNWT,Female,0,Yes,No,64,No,"No phone service",DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Electronic check",47.85,3147.50,"Yes"
0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",75.2,3678.30,"Yes"
0618-XWMSS,Male,0,No,Yes,28,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",74.9,2068.55,"Yes"
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",111.9,8071.05,"No"
0620-DLSLK,Female,0,No,No,13,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",81.9,1028.90,"No"
0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",18.85,84.20,"No"
0621-CXBKL,Female,0,No,No,53,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",18.7,1005.70,"No"
0621-HJWXJ,Female,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",81.55,5029.05,"No"
0621-JFHOL,Female,0,No,No,10,No,"No phone service",DSL,No,No,No,Yes,No,No,"Two year",Yes,"Mailed check",29.6,299.05,"No"
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.95,1126.75,"No"
0621-TWIEM,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",45.55,402.60,"Yes"
0623-EJQEG,Male,0,No,No,65,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,Yes,"One year",No,"Electronic check",93.55,6069.25,"No"
0623-GDISB,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",48.45,48.45,"No"
0623-IIHUG,Female,1,No,No,21,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",41.9,840.10,"Yes"
0625-AFOHS,Female,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.2,558.80,"No"
0626-QXNGV,Female,0,Yes,No,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",24.15,1776.45,"No"
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,"One year",Yes,"Bank transfer (automatic)",67.5,1544.05,"Yes"
0634-SZPQA,Female,0,No,No,23,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",90.05,2169.80,"Yes"
0635-WKOLD,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,"One year",No,"Credit card (automatic)",70.75,2921.75,"No"
0637-KVDLV,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.5,162.45,"Yes"
0637-UBJRP,Male,0,Yes,Yes,13,Yes,No,"Fiber optic",Yes,No,No,No,No,Yes,Month-to-month,No,"Electronic check",84.05,1095.30,"Yes"
0637-YLETY,Female,0,No,No,16,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",95.6,1555.65,"Yes"
0639-TSIQW,Female,0,No,No,67,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",102.95,6886.25,"Yes"
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",21,1493.75,"No"
0641-EVBOJ,Male,0,No,No,3,Yes,No,"Fiber optic",Yes,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",82.3,214.40,"No"
0643-OKLRP,Female,1,Yes,No,47,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",80.35,3825.85,"Yes"
0644-OQMDK,Male,1,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.65,293.85,"No"
0650-BWOZN,Female,1,No,No,18,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",73.55,1359.45,"No"
0654-HMSHN,Male,0,Yes,Yes,21,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",104.4,2157.95,"Yes"
0654-PQKDW,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,"One year",Yes,"Bank transfer (automatic)",70.75,4263.45,"No"
0655-RBDUG,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",98.05,713.00,"Yes"
0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",48.95,1323.70,"No"
0657-DOGUM,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",60.6,2985.25,"No"
0661-KBKPA,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",78.75,3942.45,"No"
0661-KQHNK,Female,0,Yes,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19,105.50,"No"
0661-WCQNQ,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",Yes,"Credit card (automatic)",56.25,1292.20,"No"
0661-XEYAN,Female,1,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",25.8,25.80,"Yes"
0665-XHDJU,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"Two year",Yes,"Electronic check",99.4,7285.70,"No"
0666-UXTJO,Male,1,Yes,No,34,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",85.2,2874.45,"No"
0667-NSRGI,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,"One year",Yes,"Mailed check",69.55,3435.60,"No"
0668-OGMHD,Female,0,Yes,No,21,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",28.5,629.35,"No"
0670-ANMUU,Male,0,No,No,71,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,Yes,"One year",No,"Credit card (automatic)",97.65,6687.85,"No"
0670-KDOMA,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.25,20.25,"No"
0673-IGUQO,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.45,20.45,"No"
0674-DGMAQ,Male,1,Yes,No,32,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",93.5,2970.80,"No"
0674-EYYZV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",54.65,54.65,"No"
0674-GCDXG,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",71.9,4479.20,"No"
0675-NCDYU,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",116.4,8543.25,"No"
0678-RLHVP,Female,0,No,No,53,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",No,"Electronic check",105.55,5682.25,"No"
0679-IDSTG,Female,1,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.25,69.25,"Yes"
0679-TDGAK,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"One year",No,"Electronic check",75.5,4025.60,"No"
0680-DFNNY,Male,0,Yes,No,15,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.1,1504.05,"Yes"
0682-USIXD,Female,0,Yes,No,21,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",86.05,1818.90,"No"
0684-AOSIH,Male,0,Yes,No,1,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95,95.00,"Yes"
0685-MLYYM,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.75,154.85,"Yes"
0687-ZVTHB,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,"One year",No,"Credit card (automatic)",72.45,4653.85,"Yes"
0689-DSXGL,Female,0,Yes,Yes,52,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",85.8,4433.30,"No"
0689-NKYLF,Male,0,No,No,13,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",83.2,1060.60,"Yes"
0690-SRQID,Male,0,No,No,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.65,67.55,"No"
0691-IFBQW,Female,1,No,No,46,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",110,4874.80,"Yes"
0691-JVSYA,Female,0,Yes,No,53,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",94.85,5000.20,"Yes"
0691-NIKRI,Female,0,No,No,40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",105.95,4335.20,"No"
0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Electronic check",54.15,1312.45,"No"
0697-ZMSWS,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.65,338.90,"Yes"
0699-NDKJM,Female,0,Yes,No,57,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",58.75,3437.45,"No"
0701-RFGFI,Female,0,Yes,Yes,49,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.4,4613.95,"No"
0701-TJSEF,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",68.25,576.95,"No"
0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.7,364.55,"Yes"
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.25,1278.80,"No"
